"Time","Node 3 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/27/2013 10:07","-0.69"
"08/27/2013 10:23","-0.69"
"08/27/2013 10:39","-0.69"
"08/27/2013 11:44","-0.69"
"08/27/2013 12:00","-0.69"
"08/27/2013 12:16","-0.61"
"08/27/2013 12:32","-0.61"
"08/27/2013 12:48","-2.15"
"08/27/2013 13:05","-0.85"
"08/27/2013 13:21","-0.69"
"08/27/2013 13:37","-0.69"
"08/27/2013 16:51","-0.69"
"08/27/2013 17:07","-0.69"
"08/27/2013 17:23","-0.69"
"08/27/2013 17:39","-0.69"
"08/27/2013 17:55","-0.69"
"08/27/2013 18:11","-0.77"
"08/27/2013 18:27","-0.77"
"08/27/2013 18:44","-0.77"
"08/27/2013 19:00","-1.01"
"08/27/2013 19:16","-0.85"
"08/27/2013 19:32","-0.85"
